texto,secao,url,autor,data,subtitulo,titulo
"O cardeal, de 68 anos, não estava presente para ouvir a sentença. A juíza Brigitte Vernay “declarou o religioso culpado de não denunciar maus-tratos” contra menores de 15 anos entre 2014 e 2015. As agressões foram cometidas pelo padre Bernard Preynat que ainda não foi julgado. Barbarin é o terceiro cardeal francês condenado por encobertar denúncias de pedofilia, após dois outros casos em 2001 e 2018.    Os advogados da defesa anunciaram que vão recorrer da sentença. “A motivação do tribunal não me convence. Portanto, vamos apelar contra a decisão por todas as vias do direito”, disse Jean-Félix Luciani. Outros cinco réus no mesmo processo não receberam condenações por prescrição dos delitos ou falta de provas.
Para um dos advogados da acusação, Yves Sauvayre, o reconhecimento da responsabilidade e da culpa do cardeal é “um símbolo extraordinário e histórico”.    François Devaux, uma das vítimas dos abusos do padre Preynat, celebrou a sentença. Ele considerou o julgamento uma “grande vitória para a proteção das crianças”. Devaux é cofundador da associação de vítimas La Parole Liberée (A Palavra Liberada) e acredita que a condenação do cardeal é o “coroamento de um longo percurso pela conscientização” do problema da pedofilia na Igreja.
  O julgamento do padre Preynat está previsto para o final deste ano. No entanto, ele já reconheceu denúncias apresentadas recentemente à justiça por quatro adultos, que sofreram abusos quando eram crianças, entre 1986 e 1991. O caso do padre Preynat é retratado no filme “Grâce à Dieu”, do diretor francês François Ozon, vencedor do grande prêmio do júri no último Festival de Cinema de Berlim.  ",Sociedade,https://www.cartacapital.com.br/sociedade/cardeal-frances-e-condenado-por-acobertar-casos-de-pedofilia/,RFI,07/03/2019 16:00:42,Os abusos contra menores de 15 anos aconteceram entre os anos de 2014 e 2015 ,Cardeal francês é condenado por acobertar casos de pedofilia
"Fato: ela corrige algumas distorções. Um exemplo é a aposentadoria dos funcionários públicos. Um servidor que ganha 25 mil reais, por exemplo, hoje contribui com 2,7 mil reais à Previdência (alíquota de 11%). Com a alíquota da reforma, de 15%, teria que pagar todo mês 3,7 reais a mais.Mas a proposta é ainda mais dura com os mais pobres. No caso de um trabalhador que recebe salário mínimo, essa taxa caiu de 9% para 7,5%. A economia, no fim das contas, é pouca: cerca de 15 reais por mês. Sem falar nas mudanças Especialistas avaliam que o projeto,  e, no longo prazo, pode tornar uma , dependentes de um benefício menor que o salário mínimo.CartaCapital calculou o que muda para seis perfis bastante afetados pela proposta de Bolsonaro. Os dados são da , criada em 2016 sob a proposta de Temer e adaptada pela redação às regras da Previdência de Bolsonaro. 65 anos, depois de ter contribuído por, pelo menos, 15 anos. E receberá 85% da média do salário de contribuição 65 anos, depois de ter contribuído por, pelo menos, 20 anos. E receberá 60% da média do salário de contribuição. A idade pode aumentar quando a expectativa de vida dos brasileiros subir 40 anos de contribuição e estará com 60 anos 40 anos de contribuição e estará com, pelo menos, 65 anos 55 anos, depois de ter contribuído por, pelo menos, 10 anos. E receberá 85% da média do salário de contribuição60 anos, depois de ter contribuído por, pelo menos, 15 anos. E receberá 60% da média do salário de contribuiçãoaos 68 anos, caso contribua por mais 25 anos aos 78 anos (limite para aposentadoria compulsória), caso contribua por mais 35 anos(Foto: Cauê Gomes) aos 60 anos, depois de ter contribuído por, pelo menos, mais 2 anos. E receberá 85% da média do salário de contribuiçãoaos 62 anos, depois de ter contribuído por, pelo menos,  mais 7 anos. E receberá 60% da média do salário de contribuição. aos 57 anos, caso contribua por mais 20 anos (considerando o fator previdenciário)aos 64 anos, pelo menos, caso contribua por mais 27 anos aos 65 anos. E receberá 100% da média do salário de contribuiçãoaos 65 anos. E receberá 80% da média do salário de contribuiçãoaos 65 anos, caso contribua por mais 5 anos aos 70 anos, caso contribua por mais 10 anos aos 50 anos. E receberá 90% da média do salário aos 60 anos, depois de ter contribuído por, pelo menos, mais 10 anos. E receberá 60% da média do salário de contribuiçãoaos 56 anos, caso contribua por mais 13 anos aos 63 anos, caso contribua por mais 20 anosaos 60 anos, depois de ter contribuído por, pelo menos, mais 5 anos. E receberá 85% da média do salário de contribuição aos 65 anos, caso contribua por mais 18 anos. E receberá 60% da média do salário de contribuiçãoaos 61 anos, caso contribua por mais 28 anos aos 65 anos, caso contribua por mais 33 anos.  ",Economia,https://www.cartacapital.com.br/economia/de-estudante-a-pre-aposentado-como-e-e-como-pode-ficar-a-previdencia/,Thais Reis Oliveira,01/03/2019 03:30:16,CartaCapital calculou o que muda para seis perfis bastante afetados pela proposta de Bolsonaro,De estudante a quase aposentado: como é e como fica a Previdência
"Cerca de 1,9 milhão de pessoas saíram da Venezuela desde 2015 para fugir da crise econômica e política que o país atravessa, anunciou nesta segunda-feira 1 o Alto Comissariado das Nações Unidas para Refugiados (Acnur).“Atualmente,  a cada dia. É o maior movimento populacional na história recente da América Latina”, afirmou o alto-comissário da ONU para refugiados, Filippo Grandi, na abertura da reunião anual do comitê executivo da agência, em Genebra. “Com mais de 2,6 milhões de venezuelanos fora do país, é essencial uma abordagem política e humanitária para ajudar os países que os recebem em número crescente”, defendeu.Um porta-voz do Acnur, William Spindler, explicou que o fluxo diário de 5 mil pessoas citado por Grandi é “uma tendência que se observa desde o princípio deste ano” e sublinhou que, apesar de a crise ter já vários anos, “o grande êxodo começou este ano”. “Com base nos dados oficiais, estimamos que 1,9 milhão de venezuelanos deixaram o país desde 2015 com destino principalmente a outros países da América do Sul, como o Brasil, a Colômbia, o Equador e o Peru”, precisou.Grandi lembrou que o Acnur e a Organização Internacional para as Migrações (OIM) estabeleceram uma plataforma de coordenação regional, tendo designado em 19 de setembro o ex-vice-presidente da Guatemala Eduardo Stein como “representante especial para os refugiados e migrantes venezuelanos”, para trabalhar com os governos da região, para criar alianças regionais e ajudar os países que acolhem refugiados.A , marcada por uma acentuada recessão, hiperinflação e escassez de alimentos, medicamentos e outros produtos básicos, provocou um êxodo de centenas de milhares de venezuelanos.Tendo recebido cerca de 1 milhão de pessoas, a Colômbia é o país que recebeu o maior número de refugiados, seguida do Peru. “Louvo os países que mantiveram as suas fronteiras abertas e que oferecem asilo ou outras formas de permanência legal” aos venezuelanos, declarou Grandi. “Mas há ainda muito a fazer para garantir a coerência regional da resposta dada em matéria de proteção”, acrescentou.",Mundo,https://www.cartacapital.com.br/mundo/onu-quase-2-milhoes-deixaram-venezuela-desde-2015/,Carta Capital,01/10/2018 18:32:00,, ONU: Quase 2 milhões de venezuelanos deixaram o país desde 2015
"

  
Vários outros jornais menores também se viram forçados a suspender suas versões impressas.  


",Mundo,https://www.cartacapital.com.br/mundo/jornal-venezuelano-independente-para-de-circular-por-pressao-estatal/,Deutsche Welle,14/12/2018 18:17:14,"Último diário crítico ao governo de circulação nacional do país, El Nacional encerra edição impressa depois de 75 anos", Jornal venezuelano independente para de circular por pressão estatal
"A Venezuela está presente nas eleições brasileiras não como um país de verdade, mas como um espantalho que cada um apresenta segundo as suas conveniências, em total desprezo pela realidade – singular e complexa – do país vizinho.Os candidatos direitistas rechearam sua pregação contra  com versões medonhas sobre o governo bolivariano do presidente Nicolás Maduro. Insinuaram que, em caso de vitória do candidato petista, o Brasil mergulharia numa crise semelhante à que atormenta a Venezuela. Esse mesmo discurso certamente integrará o arsenal da propaganda de Jair Bolsonaro no embate decisivo do segundo turno.O furo mais evidente, nessa retórica, é que esse mesmo PT do qual Haddad faz parte governou o Brasil durante treze anos, em aliança com outros partidos (em sua maioria de centro e centro-direita) e em nada, absolutamente nada, a situação brasileira entre 2003 e 2016 apresentou qualquer traço de semelhança com o cenário, verdadeiro ou deformado, que a mídia dominante aponta como sendo o retrato atual da pátria de Bolívar.Da mesma forma, as gestões lideradas pelo PT tiveram como um dos seus traços mais salientes, para o bem e para o mal, a busca permanente da conciliação entre os interesses conflitantes que atravessam a sociedade brasileira, injusta e desigual. Lula e Dilma se empenharam em aplicar políticas do tipo “ganha-ganha”, em que a melhoria das condições dos mais pobres ocorresse em paralelo com a ampliação dos lucros das empresas, o que de fato ocorreu em praticamente todo o período das suas administrações.Chega a ser irônico que uma das principais críticas que os recentes governos de esquerda recebem dos adversários neoliberais se refere aos benefícios, apontados como indevidos, que o Estado concedeu a setores do grande empresariado, tais como linhas de financiamento do BNDES e isenções fiscais.Já na Venezuela o período inaugurado pela chegada de Hugo Chávez à presidência, em 1999, caracteriza-se pelo confronto inconciliável entre as classes abastadas, de um lado, e a maioria desprivilegiada, do outro. Esse conflito se deve, em parte, aos objetivos declaradamente socialistas que Chávez deu à sua gestão presidencial e, sobretudo, ao tema situado no centro da disputa política venezuelana: a distribuição da renda petroleira.O chavismo redirecionou as receitas obtidas pela exportação do petróleo em favor de um amplo pacote de políticas sociais em benefício das camadas mais pobres da população, o que despertou a ira dos setores mais ricos. Inconformada, a elite venezuelana declarou guerra ao bolivarianismo e passou as últimas décadas empenhada em removê-lo do poder por todos os meios: eleições, golpes de Estado, sabotagem econômica e, agora, fracassadas todas as tentativas, pela aposta temerária em uma intervenção militar estrangeira.        Os únicos pontos de contato entre a trajetória do conflito venezuelano e o atual impasse brasileiro se configuram em aberto contraste com a histeria antiesquerdista dos que procuram, desesperadamente, algum tipo de associação entre Haddad e Maduro. Na realidade, é a campanha de Bolsonaro que atiça as chamas da luta de classes ao apontar como alvo de ataque conquistas sociais já de longa data consolidadas na sociedade brasileira, .O discurso bolsonarista se refere aos adversários políticos como inimigos a serem eliminados, tratando a esfera pública brasileira como um campo de batalha. A questão social volta a ser “um caso de polícia”, como na República Velha, e se anuncia que os “ativismos” serão proibidos, como se costuma fazer nas ditaduras.A perspectiva, caso Bolsonaro venha realizar sua ambição de poder, acompanhado de um , é que, aí sim, o Brasil venha a mergulhar numa guerra política à imagem e semelhança do país vizinho. Ou seja, “virar uma Venezuela”, nesse sentido distorcido que se dá à expressão.É pena que, nessa discussão, os aspectos positivos da trajetória venezuelana sejam sistematicamente ignorados, não apenas pelos oponentes políticos que tentam desqualificar a candidatura de Haddad com o uso de todo tipo de sofisma e falsidade, mas também por alguns de seus defensores que se somam à campanha internacional para depor o presidente Maduro qualificando-o de antidemocrático.A verdade é que, ao contrário do desgoverno Temer, Maduro foi eleito e reeleito em eleições limpas e competitivas. Na Venezuela a população tem acesso a informações através de uma mídia plural em que tanto a direita quanto a esquerda operam redes de TV e rádio.Bolsonaro, se chegar à Presidência, agirá no sentido de eliminar direitos e conquistas sociais, enquanto na Venezuela, com todos os erros que possam ter sido cometidos, a meta sempre foi a de universalizar esses benefícios. No plano internacional, as forças externas que dão suporte a Bolsonaro – com destaque para os setores mais reacionários da administração Donald Trump e do Partido Republicano – são as mesmas que financiam os grupos golpistas da direita venezuelana.Haddad abordou como muito equilíbrio o delicado tema venezuelano quando, ao ser instado diante das  a emitir opinião sobre a situação no país vizinho, definiu-o como “um país conflagrado”. Ou seja, em uma nação mergulhada numa guerra política em que desapareceu qualquer canal de diálogo entre as forças oponentes e na qual os próprios poderes da República (Executivo, Legislativo e Judiciário) se negam mutuamente, os critérios habituais para a avaliação do funcionamento das instituições ficam, em grande medida, prejudicados.Para um país fronteiriço, como o Brasil, a única atitude positiva possível é aquele que favorece o diálogo entre partes em conflito, a defesa da soberania nacional venezuelana diante das ameaças de ação militar dos Estados Unidos verbalizadas pelo presidente Trump e por seus assessores e, acima de tudo, a resolução pacífica dos conflitos – uma postura que faz parte dos princípios da diplomacia brasileira através dos tempos, seja qual for o governo instalado em Brasília.Essa foi a posição defendida por Haddad no primeiro turno, e também por Ciro Gomes.O que realmente importa na conduta do próximo governo brasileiro perante a Venezuela não é opinião que se tenha sobre os problemas internos do país vizinho – algo que caberá a eles mesmos resolverem, sem qualquer interferência estrangeira – e sim a defesa da paz na América do Sul e a obrigação de solidariedade para com as pessoas que chegam às nossas fronteiras em busca de ajuda.Dos candidatos presidenciais que agora competem no segundo turno, Haddad é o único em condições de atender a essa necessidade, ditada pelo interesse nacional, acima dos partidos e dos interesses políticos em disputa.",Política,https://www.cartacapital.com.br/politica/debate-brasileiro-ignora-a-verdadeira-venezuela/,Carta Capital,09/10/2018 17:22:17,, Debate brasileiro ignora a verdadeira Venezuela
"A crise política na Venezuela tornou-se mais aguda nesta tarde, quando Juan Guaidó, deputado federal e líder da oposição a Maduro, declarou-se o novo presidente do país vizinho. Ato contínuo, os chefes de estado da maioria dos países do continente americano, como Brasil, Estados Unidos, Argentina, Chile e Canadá, emitiram comunicados oficiais reconhecendo a legitimidade de Guaidó como presidente da Venezuela. Na América do Sul, Bolívia e Uruguai não seguiram o mesmo caminho.
A resposta de Nicolás Maduro foi convocar uma manifestação de seus apoiadores em frente ao palácio presidencial. De lá, acusou os Estados Unidos de liderar um complô contra seu governo e de estar usando a oposição nacional para dar um golpe de Estado na Venezuela. “Pode um qualquer se declarar presidente? Ou é o povo que elege o presidente? “, perguntou. Maduro anunciou também que estava rompendo as relações diplomáticas e políticas com os Estados Unidos e deu um prazo de 72 horas para a delegação daquele país deixar o território venezuelano.
  Já o presidente da Assembleia Nacional Constituinte, Diosdado Cabello, que apoia Maduro, convocou apoiadores do governo para uma vigília em frente ao palácio presidencial para proteger Maduro. “A revolução bolivariana não tem prazo de validade. Vamos ficar nas ruas e em batalha agora e para sempre”, declarou Cabello a manifestantes pró-governo.
Ruas de Caracas e outras cidades venezuelanas foram palcos de intensos protestos contra Maduro nesta quarta-feira (Crédito: AFP) 
De acordo com informações das agências de notícias internacionais, a marcha pró-Maduro em Caracas reuniu um número bem menor de manifestantes do que os protestos contra o governo.
Assim, é imprevisível o resultado desta nova crise política na Venezuela. O país vive protestos e enfrentamentos mais agudos desde o início da semana, mas sofre com uma crise humanitária gerada pelo desabastecimento e pela hiperinflação que vem desde, pelo menos, o ano passado.  Certamente, o futuro próximo de Nicolás Maduro depende de como se posicionarão as Forças Armadas. Ele sabe disso, tanto que, em seu discurso nesta tarde, conclamou: “Peço às Forças Armadas Nacionais Bolivarianas, aos militares de nosso país, ao meu comando: máxima lealdade, unidade e disciplina, que também teremos sucesso”.
Como se pode ver no vídeo abaixo, Nicolás Maduro ainda conta com o apoio de parte da população de seu país.

.
",Mundo,https://www.cartacapital.com.br/mundo/maduro-pede-apoio-do-povo-e-do-exercito-protestos-tomam-o-pais/,Vinicius Segalla,23/01/2019 21:31:01,O presidente da Venezuela rompe relações com os Estados Unidos e diz que não vai deixar o cargo, Maduro pede apoio do povo e do Exército. Protestos tomam o país
"A crise política na Venezuela tornou-se mais aguda nesta tarde, quando Juan Guaidó, deputado federal e líder da oposição a Maduro, declarou-se o novo presidente do país vizinho. Ato contínuo, os chefes de estado da maioria dos países do continente americano, como Brasil, Estados Unidos, Argentina, Chile e Canadá, emitiram comunicados oficiais reconhecendo a legitimidade de Guaidó como presidente da Venezuela. Na América do Sul, Bolívia e Uruguai não seguiram o mesmo caminho.
A resposta de Nicolás Maduro foi convocar uma manifestação de seus apoiadores em frente ao palácio presidencial. De lá, acusou os Estados Unidos de liderar um complô contra seu governo e de estar usando a oposição nacional para dar um golpe de Estado na Venezuela. “Pode um qualquer se declarar presidente? Ou é o povo que elege o presidente? “, perguntou. Maduro anunciou também que estava rompendo as relações diplomáticas e políticas com os Estados Unidos e deu um prazo de 72 horas para a delegação daquele país deixar o território venezuelano.
  Já o presidente da Assembleia Nacional Constituinte, Diosdado Cabello, que apoia Maduro, convocou apoiadores do governo para uma vigília em frente ao palácio presidencial para proteger Maduro. “A revolução bolivariana não tem prazo de validade. Vamos ficar nas ruas e em batalha agora e para sempre”, declarou Cabello a manifestantes pró-governo.
Ruas de Caracas e outras cidades venezuelanas foram palcos de intensos protestos contra Maduro nesta quarta-feira (Crédito: AFP) 
De acordo com informações das agências de notícias internacionais, a marcha pró-Maduro em Caracas reuniu um número bem menor de manifestantes do que os protestos contra o governo.
Assim, é imprevisível o resultado desta nova crise política na Venezuela. O país vive protestos e enfrentamentos mais agudos desde o início da semana, mas sofre com uma crise humanitária gerada pelo desabastecimento e pela hiperinflação que vem desde, pelo menos, o ano passado.  Certamente, o futuro próximo de Nicolás Maduro depende de como se posicionarão as Forças Armadas. Ele sabe disso, tanto que, em seu discurso nesta tarde, conclamou: “Peço às Forças Armadas Nacionais Bolivarianas, aos militares de nosso país, ao meu comando: máxima lealdade, unidade e disciplina, que também teremos sucesso”.
Como se pode ver no vídeo abaixo, Nicolás Maduro ainda conta com o apoio de parte da população de seu país.

.
",Mundo,https://www.cartacapital.com.br/politica/maduro-pede-apoio-do-povo-e-do-exercito-protestos-tomam-o-pais/,Vinicius Segalla,23/01/2019 21:31:01,O presidente da Venezuela rompe relações com os Estados Unidos e diz que não vai deixar o cargo, Maduro pede apoio do povo e do Exército. Protestos tomam o país
"


    
Francisco acredita que as ações “humanitárias” de Pio XII virão à tona (Foto: AFP)

    





",Mundo,https://www.cartacapital.com.br/mundo/vaticano-abrira-arquivos-secretos-sobre-pontificado-de-pio-xii/,Deutsche Welle,05/03/2019 19:11:37,O papa Francisco afirma que documentos sobre o controverso pontificado exercido durante a Segunda Guerra serão publicados em 2020,Vaticano abrirá arquivos secretos sobre pontificado de Pio XII
"A decisão foi anunciada pelo ministro das Relações Exteriores do Peru, Néstor Popolizio, após uma reunião entre os chanceleres das 14 nações que formam o grupo – sendo 13 latino-americanas e o Canadá – realizada nesta sexta-feira na capital peruana, Lima.
Segundo Popolizio, a declaração final emitida durante o encontro “transmite uma mensagem política forte”. “A principal é, sem qualquer dúvida, o não reconhecimento da legitimidade do novo mandato do regime venezuelano”, completou o peruano a jornalistas.
O documento foi assinado pelos ministros de 13 países: Argentina, Brasil, Canadá, Chile, Colômbia, Costa Rica, Guatemala, Guiana, Honduras, Panamá, Paraguai, Peru e Santa Lúcia. O governo mexicano foi o único a não assinar a declaração.
O México já foi um grande crítico do regime Maduro, mas os laços entre os dois países foram apertados sob o , André Manuel López Obrador, que foi criticado por ter convidado o líder venezuelano para sua posse no mês passado.  Segundo uma fonte do governo peruano, o México disse ao Grupo de Lima que não assinou o documento porque prefere manter seus canais diplomáticos com Caracas abertos para ajudar a encontrar uma solução para a crise política que aflige o país sul-americano.
A declaração do grupo, divulgada pelo Itamaraty, aponta que as eleições realizadas em maio de 2018 na Venezuela não têm legitimidade pois não contaram “com a participação de todos os atores políticos venezuelanos, nem com a presença de observadores internacionais independentes, nem com garantias e padrões necessários a um processo livre, justo e transparente”.
O Grupo de Lima reitera ainda “seu total respaldo e reconhecimento à Assembleia Nacional como órgão constitucional democraticamente eleito na Venezuela”.
A Assembleia Nacional, reponsável pelo Poder Legislativo no país, foi eleita em 2015 com maioria opositora, mas, na prática, não tem conseguido exercer suas funções. As decisões dos parlamentares não chegam a virar lei, e eles só se reúnem quando a Assembleia Constituinte – órgão plenipotenciário instalado em 2017 e não reconhecido pelo Grupo de Lima – não está em sessão.
Na declaração desta sexta, os países também pedem que Maduro não assuma o novo mandato de seis anos no próximo dia 10 e que transfira à Assembleia Nacional o exercício do Poder Executivo “até que novas eleições presidenciais democráticas sejam realizadas”.  Eles ainda enfatizam a importância do “respeito à integridade, à autonomia e à independência do Tribunal Superior de Justiça”, órgão que também tem enfrentado obstáculos para exercer suas funções e cujos vários membros estão fora do país.
O grupo reafirma “sua firme e inequívoca condenação à ruptura da ordem constitucional e do Estado de Direito na Venezuela” e observa que, “somente por meio da rápida e plena restauração da democracia e do respeito aos direitos humanos, será possível dedicar-se às causas da crise política, econômica, social e humanitária que atravessa esse país”.
O texto ainda condena “qualquer provocação ou desdobramento militar que ameace a paz e a segurança na região” e reitera “profunda preocupação com a grave crise política e humanitária na Venezuela, que resultou no êxodo em massa de migrantes como resultado de atos e políticas antidemocráticas, opressoras e ditatoriais praticados pelo regime Maduro”.
Em termos práticos, os 13 países acordaram em reavaliar o status de suas relações diplomáticas com a Venezuela, bem como impedir a entrada de altos funcionários do regime venezuelano em seus territórios. Também concordaram em avaliar, “com critérios restritivos”, a concessão de empréstimos ao país e em suspender a cooperação militar com Caracas.
O Grupo de Lima foi criado em 2017 por iniciativa do governo do Peru para denunciar a ruptura da ordem democrática na Venezuela, na ocasião da criação da polêmica Assembleia Constituinte e de uma onda de violentas manifestações que causaram dezenas de mortes.
",Mundo,https://www.cartacapital.com.br/mundo/grupo-de-lima-nao-vai-reconhecer-novo-mandato-de-maduro-na-venezuela/,Deutsche Welle,05/01/2019 12:23:17,13 países pedem ao venezuelano que entregue o poder ao Parlamento até que haja novas eleições. México foi o único a não assinar a declaração, Grupo de Lima não vai reconhecer novo mandato de Maduro
"Na prática, isso significa a mudança do princípio da solidariedade social pela lógica individual, substituindo-se a ideia de “um por todos e todos por um” pelo lema “cada um por si e Deus (acima) por todos”.
Para pôr em prática a demolição, o plano de Bolsonaro prevê um processo de esfacelamento gradual do atual regime de repartição até sua provável extinção, enquanto os regimes de capitalização privados e públicos se fortalecem.
  A lógica é simples: se a Previdência atual se tornar tão desinteressante a ponto de quase ninguém optar por contribuir para ela, sobrará apenas os regimes de capitalização, em que somente quem recebe bons salários irá de fato participar.
Quatro anos atrás, 60% dos aposentados por idade não conseguiram comprovar 20 anos de contribuição. Ou seja, a maioria dos brasileiros se aposenta com 65 anos conseguindo comprovar, com grande esforço, 15 anos de contribuição para a Previdência. No atual projeto de Bolsonaro, esses milhões de brasileiros, em sua maioria composta de trabalhadores de baixa remuneração, estariam sem receber aposentadoria, transformando-os e a suas famílias em pobres.  Mas a crueldade não para por aí. Os poucos que conseguirem, em um mercado de trabalho cada vez mais disputado, informal e com menos bons empregos, comprovar 20 anos de contribuição, receberão apenas 60% da média de seus salários.
Caso um trabalhador se aposente com contribuições que lhe dariam direito a receber um benefício no valor de 2 mil reais, na proposta de Bolsonaro ele receberá apenas 60% desse valor, tendo como limite inferior o salário mínimo. Ou seja, a renda dos trabalhadores irá sofrer uma abrupta redução no momento da aposentadoria.
  Se estivermos falando de um , a situação se complica ainda mais. A reforma de Bolsonaro praticamente inviabiliza a aposentadoria do trabalhador pobre do campo, exigindo a comprovação de 20 anos de contribuição com um valor mínimo de 600 reais, completamente incompatível com a realidade dos camponeses, marcada pela informalidade e pelo baixo rendimento.
Alguém poderá dizer: mas se o trabalhador for muito pobre e não conseguir comprovar 20 anos de contribuição poderá pedir um benefício assistencial (o chamado Benefício de Prestação Continuada) e receber um salário mínimo.
Mas a cruel proposta de Bolsonaro também retira esse direito dos brasileiros, pois estabelece a idade de 70 anos para que o pobre receba o valor de um salário mínimo. Antes disso, o trabalhador poderá receber um benefício de 400 reais a partir dos 60, sem nenhuma previsão de reajuste desse valor pela inflação.  E os ricos, como ficam nisso? De fato, a única boa notícia da proposta apresentada por Bolsonaro é que os salários mais altos pagarão alíquotas maiores para a Previdência e que alguns terão que se aposentar mais tarde. O que a proposta não diz, no entanto, é que muitos dos trabalhadores mais ricos irão optar por não contribuir com a Previdência pública, devido à liberalização da pejotização e da terceirização feita pela reforma trabalhista de Temer.
Ou seja, os ricos encontrarão uma forma de se proteger, tornando-se PJ e pagando uma previdência privada, enquanto os pobres estarão submetidos a regras cruéis da moribunda previdência pública, que quando não impedem sua aposentadoria, reduzem significativamente sua renda.
Diante da perspectiva de não conseguir se aposentar, muitos trabalhadores também irão optar por não contribuir com a previdência, aumentando a informalidade e a precarização.
A combinação de regime de  com a criação da chamada “carteira verde e amarela” prometida por Bolsonaro será o golpe de morte na seguridade social brasileira, instituindo de uma vez por todas a era dos “sem direitos”.
A redução dos gastos com aposentadoria virá de mãos dadas com a redução das receitas previdenciárias, o que poderá alterar significativamente a previsão ilusória de ganhos fiscais da proposta de Bolsonaro.
Se o trabalhador brasileiro sobreviver ao desemprego, à violência (inclusive policial) e aos cada vez mais precários serviços públicos, terá como prêmio uma velhice miserável. Felizes estarão apenas os bancos, que irão ganhar muito dinheiro administrando e cobrando taxas dos trabalhadores que tiverem condições de optar pela previdência privada.
",Brasil Debate,https://www.cartacapital.com.br/economia/a-cruel-demolicao-da-previdencia-social/,Guilherme Santos Mello,22/02/2019 19:06:55,O plano de Bolsonaro prevê o esfacelamento gradual do atual regime de repartição até sua provável extinção, A cruel demolição da Previdência social
"Além do aumento da idade mínima – 65 anos para homens e 62 para mulheres -, a proposta fixa um período mínimo de 20 anos de contribuição. Hoje são 15 anos de colaboração para quem se aposenta por idade, ou 35 (homens) e 30 (mulheres) para a aposentadoria por tempo de contribuição, sem idade mínima.
O aumento desse tempo de contribuição afeta diretamente as mulheres, considerando que elas. “Por ainda hoje serem as principais responsáveis pelas tarefas domésticas e de cuidado, frequentemente elas precisam se ausentar do mercado de trabalho por períodos de tempo indeterminados para que possam cuidar dos idosos da família, ou por conta da maternidade, já que o acesso às creches públicas nem sempre é fácil”, defende Beatriz Rodrigues Sanchez, pesquisadora do Grupo de Estudos e Gênero da Universidade de São Paulo.
  Pelas regras atuais, uma mulher de 55 anos e com 25 anos de contribuição teria de trabalhar mais cinco anos para se aposentar por idade e receber o benefício integral. Estaria aposentada aos 60 anos e com 30 anos de contribuição.  Já pelas regras de transição propostas por Bolsonaro que pretende implementar a idade mínima de 62 anos para as mulheres, essa mesma mulher terá de trabalhar mais sete anos.
Ainda assim, ela só chegaria a 32 anos de contribuição (25+7 = 32) e não se aposentaria com o benefício integral, que, pelas novas regras, vai exigir, no mínimo, 40 anos de contribuição.
Dessa forma, o benefício será de apenas 60% a quem atingir 20 anos de contribuição, subindo 2% por ano de contribuição que exceder esse tempo mínimo exigido na proposta de reforma, até chegar a 100% com 40 anos de contribuição.
No caso da nossa trabalhadora hipotética, a conta resultaria em um benefício de apenas 84% do valor a que ela teria direito pela regra atual. Ou seja, 60% correspondentes aos 20 anos mais 24% referentes aos 12 anos a mais que ela contribuiu para poder se aposentar aos 62 anos de idade.  A mulher na faixa etária dos 55 anos ou menos será a mais prejudicada. Se ela quiser se aposentar com benefício integral, terá de trabalhar mais sete anos e continuar a contribuir por mais dez. Ou seja, somente aos 70 anos de idade ela se aposentaria com salário integral.
Já a proposta do sistema de capitalização, ao individualizar a previdência, fará com que a aposentadoria de quem recebe menos seja desproporcionalmente menor.
  A capitalização acaba com a estrutura de solidariedade social, base do atual sistema previdenciário, onde aqueles que estão na ativa financiam os que já não estão mais.
“. Assim, ao invés de combater os privilégios, como afirma a retórica governista, essa reforma da previdência aprofundará as desigualdades. As mulheres, novamente, serão ainda mais prejudicadas, uma vez que recebem salários menores, inclusive quando exercem as mesmas funções que os homens”, argumenta a especialista.

",Diversidade,https://www.cartacapital.com.br/politica/reforma-da-previdencia-aprofunda-desigualdade-entre-homens-e-mulheres/,Carol Scorce,22/02/2019 03:30:33,"Tempo de contribuição afeta diretamente as mulheres, considerando que elas possuem uma trajetória de trabalho muitas vezes descontínua", Nova aposentadoria aprofunda desigualdade entre homens e mulheres
